##,Player,GS,MIN,REB,PF,A,TO,BLK,STL,PTS,ORB,DRB,FG_pct,3PT_pct,FT_pct,Team,Date,Won
14,"14 Joseph, Tristan",1,38,2,2,3,1,0,0,14,2,0,0.35714285714285715,0.3333333333333333,0.75,Middlebury,2023-12-10,1
23,"23 Moore, Charley",1,10,3,2,0,1,0,0,6,3,0,0.75,0,NA,Middlebury,2023-12-10,1
24,"24 Brennan, David",1,34,14,5,2,1,0,2,5,7,7,0.25,NA,0.3333333333333333,Middlebury,2023-12-10,1
22,"22 Flaks, Evan",1,38,3,2,2,2,0,2,4,0,3,0.25,0,NA,Middlebury,2023-12-10,1
10,"10 Cisse, Lamine",0,16,6,3,2,0,1,1,13,1,5,1,1,1,Middlebury,2023-12-10,1
12,"12 Witherington, Edward",0,23,6,2,0,3,1,0,8,2,4,0.4,0,NA,Middlebury,2023-12-10,1
11,"11 Murray, Ian",0,10,2,0,0,1,0,0,0,0,2,0,0,NA,Middlebury,2023-12-10,1
01,"01 Cwalina, Kuba",0,8,3,0,0,0,0,0,0,0,3,0,0,NA,Middlebury,2023-12-10,1
13,"13 Newell, Mark",0,8,3,1,0,0,0,0,0,3,0,NA,NA,0,Middlebury,2023-12-10,1
TM,TM TEAM,0,0,3,0,0,1,0,0,0,2,1,NA,NA,NA,Middlebury,2023-12-10,1
,Totals,NA,225,49,19,15,12,2,8,84,20,29,0.4266666666666667,0.25,0.6666666666666666,Middlebury,2023-12-10,1
23,23 Conor Coffey,1,33,7,0,2,3,0,0,18,2,5,0.5,0.2,0.3333333333333333,Stevens,2023-12-10,0
32,32 Jack Spellman,1,35,6,4,3,1,2,0,15,2,4,0.75,NA,0.6428571428571429,Stevens,2023-12-10,0
33,33 Xander Singh,1,37,6,4,1,5,0,0,14,3,3,0.5,0,NA,Stevens,2023-12-10,0
13,13 Stephen Braunstein,1,38,8,2,2,0,1,3,13,3,5,0.5,0.3333333333333333,NA,Stevens,2023-12-10,0
01,01 Mike Goodall,1,12,0,1,1,1,0,0,0,0,0,0,0,NA,Stevens,2023-12-10,0
31,31 Tommy McGuire,0,16,4,1,1,2,0,1,6,1,3,0.6,0,0,Stevens,2023-12-10,0
11,11 Matt Leming,0,9,1,1,0,0,0,0,4,1,0,0.3333333333333333,0.3333333333333333,0.5,Stevens,2023-12-10,0
02,02 Ritchie Machado,0,23,2,2,1,1,0,0,3,1,1,0.2,0.5,NA,Stevens,2023-12-10,0
05,05 Kyle Maddison,0,13,3,0,0,1,1,0,3,0,3,0.2,0.25,NA,Stevens,2023-12-10,0
22,22 Tommy Scholl,0,7,2,1,1,0,0,0,1,1,1,0,NA,0.5,Stevens,2023-12-10,0
14,14 Harmehar Chhabra,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Stevens,2023-12-10,0
TM,TM TEAM,0,0,3,0,0,0,0,0,0,2,1,NA,NA,NA,Stevens,2023-12-10,0
,Totals,NA,225,42,16,12,14,4,4,77,16,26,0.43478260869565216,0.23809523809523808,0.5454545454545454,Stevens,2023-12-10,0
03,"03 Osher, Noah",1,37,7,1,1,3,1,1,20,0,7,0.38461538461538464,0.4,1,Middlebury,2023-12-29,0
24,"24 Brennan, David",1,30,10,2,1,6,0,2,9,4,6,0.75,NA,0.75,Middlebury,2023-12-29,0
14,"14 Joseph, Tristan",1,26,1,1,2,3,0,0,6,0,1,0.3333333333333333,1,0,Middlebury,2023-12-29,0
22,"22 Flaks, Evan",1,23,0,1,2,0,0,1,5,0,0,0.4,0,1,Middlebury,2023-12-29,0
23,"23 Moore, Charley",1,17,9,2,1,0,0,1,2,5,4,0,NA,1,Middlebury,2023-12-29,0
33,"33 Stevens, Sam",0,23,5,2,1,4,0,0,11,1,4,0.4,0.3333333333333333,1,Middlebury,2023-12-29,0
02,"02 Bobbett, Jaden",0,20,1,3,1,1,0,0,3,0,1,1,1,NA,Middlebury,2023-12-29,0
12,"12 Witherington, Edward",0,10,0,1,0,1,1,0,2,0,0,0.5,NA,NA,Middlebury,2023-12-29,0
10,"10 Cisse, Lamine",0,6,3,2,0,2,0,0,2,0,3,0.3333333333333333,0,NA,Middlebury,2023-12-29,0
13,"13 Newell, Mark",0,5,0,2,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2023-12-29,0
01,"01 Cwalina, Kuba",0,3,3,0,0,0,0,0,0,0,3,0,NA,NA,Middlebury,2023-12-29,0
TM,TM TEAM,0,0,1,0,0,3,0,0,0,1,0,NA,NA,NA,Middlebury,2023-12-29,0
,Totals,NA,200,40,17,9,23,2,5,60,11,29,0.3877551020408163,0.42105263157894735,0.875,Middlebury,2023-12-29,0
21,21 Gilbert Otoo,1,34,5,1,2,2,0,3,18,2,3,0.46153846153846156,0,0.8571428571428571,Brandeis,2023-12-29,1
01,01 Sam Adusei,1,30,2,2,0,1,0,1,16,1,1,0.5,0.3333333333333333,0.75,Brandeis,2023-12-29,1
04,04 Jake Bender,1,27,2,0,0,0,0,1,11,1,1,0.5714285714285714,0.3333333333333333,1,Brandeis,2023-12-29,1
05,05 Ryan Power,1,34,4,2,3,2,0,3,3,2,2,0.125,0,0.5,Brandeis,2023-12-29,1
33,33 Aedan Using,1,19,3,4,1,1,0,1,1,1,2,0,0,0.5,Brandeis,2023-12-29,1
02,02 Ethan Edwards,0,13,0,2,0,2,0,0,7,0,0,0.3,0,0.5,Brandeis,2023-12-29,1
24,24 Quron Zene,0,24,7,1,0,0,0,1,5,3,4,0.16666666666666666,0.2,1,Brandeis,2023-12-29,1
03,03 David Perez-Miralles,0,17,2,1,2,0,0,6,4,2,0,0.2,0,0.5,Brandeis,2023-12-29,1
11,11 Griffin Walbridge,0,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,Brandeis,2023-12-29,1
TM,TM TEAM,0,0,6,0,0,0,0,0,0,1,5,NA,NA,NA,Brandeis,2023-12-29,1
,Totals,NA,200,31,14,8,8,0,16,65,13,18,0.3492063492063492,0.13043478260869565,0.72,Brandeis,2023-12-29,1
12,12 Garret Keyhani,1,27,6,1,0,2,2,1,26,0,6,0.6428571428571429,0.5714285714285714,1,Middlebury,2024-01-05,0
01,01 Teja Singh,1,30,6,2,4,2,1,0,8,0,6,0.3333333333333333,0,1,Middlebury,2024-01-05,0
00,00 Hank Morgan,1,26,6,2,2,3,3,1,8,2,4,0.2857142857142857,0.6666666666666666,1,Middlebury,2024-01-05,0
22,22 Owen Kane,1,25,4,3,5,2,0,0,7,0,4,0.75,NA,0.5,Middlebury,2024-01-05,0
04,04 Jalen Reese,1,20,6,2,0,1,0,0,2,1,5,0.5,NA,NA,Middlebury,2024-01-05,0
03,03 Christian McDaniel,0,13,2,1,2,0,0,1,6,0,2,0.75,0,NA,Middlebury,2024-01-05,0
34,34 Will Holmes,0,13,3,1,1,2,0,0,5,2,1,1,NA,0.5,Middlebury,2024-01-05,0
11,11 Matthew Rideout,0,8,2,1,0,1,0,0,3,1,1,0.25,0.5,NA,Middlebury,2024-01-05,0
15,15 Connor Jenkins,0,8,3,0,0,0,0,0,3,1,2,0.3333333333333333,0.3333333333333333,NA,Middlebury,2024-01-05,0
02,02 Sharif Nelson,0,17,3,1,2,2,0,0,2,1,2,0,0,0.5,Middlebury,2024-01-05,0
13,13 Graham Robinson,0,11,0,2,0,1,0,1,0,0,0,NA,NA,NA,Middlebury,2024-01-05,0
33,33 Nate Raub,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-01-05,0
TM,TM TEAM,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,Middlebury,2024-01-05,0
,Totals,NA,200,41,16,16,17,6,4,70,8,33,0.4716981132075472,0.4,0.75,Middlebury,2024-01-05,0
03,"03 Osher, Noah",1,32,1,1,2,0,0,3,17,0,1,0.4375,0.5,0.5,Hamilton,2024-01-05,1
14,"14 Joseph, Tristan",1,29,2,0,0,0,1,1,16,1,1,0.42857142857142855,0.25,0.6,Hamilton,2024-01-05,1
22,"22 Flaks, Evan",1,21,0,4,3,2,0,1,8,0,0,0.4,0,NA,Hamilton,2024-01-05,1
24,"24 Brennan, David",1,25,6,3,4,1,0,0,4,2,4,0.2857142857142857,NA,NA,Hamilton,2024-01-05,1
33,"33 Stevens, Sam",1,15,3,1,0,1,0,1,0,1,2,0,0,NA,Hamilton,2024-01-05,1
12,"12 Witherington, Edward",0,19,4,1,0,0,0,0,8,3,1,0.75,0,0.6666666666666666,Hamilton,2024-01-05,1
02,"02 Bobbett, Jaden",0,18,2,1,0,0,0,1,3,0,2,0.3333333333333333,0.5,NA,Hamilton,2024-01-05,1
01,"01 Cwalina, Kuba",0,14,1,1,0,1,0,0,3,0,1,0.25,0.3333333333333333,NA,Hamilton,2024-01-05,1
23,"23 Moore, Charley",0,9,1,0,0,0,0,0,2,0,1,0.5,NA,NA,Hamilton,2024-01-05,1
10,"10 Cisse, Lamine",0,12,2,1,1,1,2,2,0,0,2,0,NA,NA,Hamilton,2024-01-05,1
13,"13 Newell, Mark",0,6,4,4,1,0,0,0,0,2,2,0,NA,NA,Hamilton,2024-01-05,1
TM,TM TEAM,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,Hamilton,2024-01-05,1
,Totals,NA,200,26,17,11,7,3,9,61,9,17,0.35714285714285715,0.2777777777777778,0.6,Hamilton,2024-01-05,1
50,50 Will Scherer,1,27,14,3,0,4,1,0,10,10,4,0.5,NA,0.5,Middlebury,2024-01-06,1
15,15 Chris Hammond,1,27,2,0,3,0,0,1,10,0,2,0.36363636363636365,0.5,NA,Middlebury,2024-01-06,1
03,03 C.J. Mitchell,1,24,1,1,4,1,0,1,4,0,1,0.2222222222222222,0,NA,Middlebury,2024-01-06,1
05,05 Mohammed Alausa,1,18,2,3,0,1,0,0,4,1,1,0.3333333333333333,0,NA,Middlebury,2024-01-06,1
25,25 Charlie Randall,1,16,5,1,0,5,0,1,4,0,5,0.4,NA,NA,Middlebury,2024-01-06,1
20,20 Bobby Sommers,0,20,2,1,0,0,0,1,9,2,0,0.4,0.25,NA,Middlebury,2024-01-06,1
04,04 Marc Garraud,0,16,1,0,1,0,0,1,6,0,1,0.375,0,NA,Middlebury,2024-01-06,1
01,01 Johnny McCain,0,17,1,2,0,0,0,0,3,0,1,0.3333333333333333,0.5,NA,Middlebury,2024-01-06,1
12,12 Drew Martin,0,19,6,0,0,1,1,1,2,2,4,0,0,1,Middlebury,2024-01-06,1
33,33 Dan Schlakman,0,8,4,1,0,1,0,0,2,1,3,0.3333333333333333,NA,NA,Middlebury,2024-01-06,1
22,22 Giovanni Tam,0,4,0,0,1,2,0,0,2,0,0,1,NA,NA,Middlebury,2024-01-06,1
31,31 Noah Helmke,0,4,1,0,0,0,0,0,0,1,0,0,0,NA,Middlebury,2024-01-06,1
TM,TM TEAM,0,0,5,0,0,0,0,0,0,4,1,NA,NA,NA,Middlebury,2024-01-06,1
,Totals,NA,200,44,12,9,15,2,6,56,21,23,0.34285714285714286,0.16,0.6666666666666666,Middlebury,2024-01-06,1
03,"03 Osher, Noah",1,31,1,1,3,0,0,0,18,0,1,0.42857142857142855,0.42857142857142855,0.75,Amherst,2024-01-06,0
24,"24 Brennan, David",1,30,11,4,3,3,1,2,12,3,8,0.6666666666666666,NA,NA,Amherst,2024-01-06,0
22,"22 Flaks, Evan",1,23,1,0,4,4,0,0,9,0,1,0.5714285714285714,0.5,NA,Amherst,2024-01-06,0
33,"33 Stevens, Sam",1,31,6,2,3,6,1,1,8,1,5,0.3333333333333333,0.2,1,Amherst,2024-01-06,0
14,"14 Joseph, Tristan",1,29,1,0,2,0,1,0,5,0,1,0.4,0.5,NA,Amherst,2024-01-06,0
10,"10 Cisse, Lamine",0,9,4,0,1,0,0,0,8,1,3,1,1,NA,Amherst,2024-01-06,0
01,"01 Cwalina, Kuba",0,11,1,0,0,0,0,1,5,0,1,0.4,0.3333333333333333,NA,Amherst,2024-01-06,0
02,"02 Bobbett, Jaden",0,17,1,0,3,0,1,2,3,0,1,0.25,0.5,NA,Amherst,2024-01-06,0
13,"13 Newell, Mark",0,10,1,1,1,1,1,0,2,0,1,1,NA,NA,Amherst,2024-01-06,0
23,"23 Moore, Charley",0,9,5,1,0,0,0,0,0,2,3,0,0,NA,Amherst,2024-01-06,0
TM,TM TEAM,0,0,2,0,0,1,0,0,0,2,0,NA,NA,NA,Amherst,2024-01-06,0
,Totals,NA,200,34,9,20,15,5,6,70,9,25,0.4745762711864407,0.4166666666666667,0.8,Amherst,2024-01-06,0
03,"03 Osher, Noah",1,35,3,1,0,0,0,0,23,1,2,0.6,0.42857142857142855,0.4,Middlebury,2024-01-12,1
14,"14 Joseph, Tristan",1,31,5,2,3,2,0,2,16,1,4,0.5,0.5,0.6666666666666666,Middlebury,2024-01-12,1
24,"24 Brennan, David",1,29,10,2,3,3,0,0,8,6,4,0.42857142857142855,NA,1,Middlebury,2024-01-12,1
10,"10 Cisse, Lamine",1,25,6,1,0,1,0,0,7,2,4,0.42857142857142855,0,0.3333333333333333,Middlebury,2024-01-12,1
22,"22 Flaks, Evan",1,25,4,2,3,1,0,1,4,1,3,0.25,0,NA,Middlebury,2024-01-12,1
33,"33 Stevens, Sam",0,22,2,4,0,1,0,3,6,0,2,0.4,0,1,Middlebury,2024-01-12,1
01,"01 Cwalina, Kuba",0,4,0,2,0,0,0,0,5,0,0,0.6666666666666666,0.5,NA,Middlebury,2024-01-12,1
13,"13 Newell, Mark",0,6,2,0,0,1,0,0,2,0,2,0.3333333333333333,NA,NA,Middlebury,2024-01-12,1
02,"02 Bobbett, Jaden",0,14,2,0,1,2,0,0,0,0,2,0,0,NA,Middlebury,2024-01-12,1
23,"23 Moore, Charley",0,9,1,0,0,0,0,0,0,0,1,NA,NA,NA,Middlebury,2024-01-12,1
TM,TM TEAM,0,0,4,0,0,0,0,0,0,2,2,NA,NA,NA,Middlebury,2024-01-12,1
,Totals,NA,200,39,14,10,11,0,6,71,13,26,0.45901639344262296,0.3333333333333333,0.6,Middlebury,2024-01-12,1
14,14 James MCGOWAN,1,31,5,5,1,5,0,3,14,1,4,0.45454545454545453,0.5714285714285714,NA,Bowdoin,2024-01-12,0
01,01 Michael SIMONDS,1,29,4,2,0,0,0,0,13,1,3,0.45454545454545453,0.42857142857142855,NA,Bowdoin,2024-01-12,0
12,12 Natrel ALLEN,1,23,2,3,0,3,0,0,12,0,2,0.375,0,0.8571428571428571,Bowdoin,2024-01-12,0
24,24 Kevin REEVES,1,21,3,3,2,2,1,0,4,1,2,0.2857142857142857,NA,NA,Bowdoin,2024-01-12,0
15,15 Afamdi ACHUFUSI,1,19,4,1,2,0,1,0,3,1,3,0.25,0,1,Bowdoin,2024-01-12,0
03,03 Alex HALPERN,0,31,1,0,3,2,0,1,8,0,1,0.2857142857142857,0.2857142857142857,1,Bowdoin,2024-01-12,0
11,11 Ben CHILSON,0,17,4,0,1,0,0,0,8,1,3,0.75,0.6666666666666666,NA,Bowdoin,2024-01-12,0
22,22 Nolan BESSIRE,0,19,1,3,2,2,0,0,5,0,1,1,NA,0.5,Bowdoin,2024-01-12,0
04,04 Jaden HILL,0,10,0,1,1,0,0,3,0,0,0,NA,NA,NA,Bowdoin,2024-01-12,0
TM,TM TEAM,0,0,5,0,0,0,0,0,0,1,4,NA,NA,NA,Bowdoin,2024-01-12,0
,Totals,NA,200,29,18,12,14,2,7,67,6,23,0.42592592592592593,0.4074074074074074,0.8333333333333334,Bowdoin,2024-01-12,0
03,"03 Osher, Noah",1,31,1,3,0,0,0,0,24,0,1,0.6,0.5,0.75,Middlebury,2024-01-13,1
14,"14 Joseph, Tristan",1,32,2,1,2,1,0,1,17,1,1,0.5833333333333334,0.5,0.5,Middlebury,2024-01-13,1
10,"10 Cisse, Lamine",1,23,8,1,2,2,0,3,12,2,6,0.7142857142857143,0,0.6666666666666666,Middlebury,2024-01-13,1
24,"24 Brennan, David",1,28,8,1,4,0,0,0,7,2,6,0.5,NA,1,Middlebury,2024-01-13,1
22,"22 Flaks, Evan",1,20,1,0,6,4,0,1,3,0,1,0.25,0.5,NA,Middlebury,2024-01-13,1
33,"33 Stevens, Sam",0,21,2,3,1,1,1,1,8,0,2,0.3333333333333333,NA,1,Middlebury,2024-01-13,1
01,"01 Cwalina, Kuba",0,6,1,1,1,0,1,0,8,0,1,0.75,0.6666666666666666,NA,Middlebury,2024-01-13,1
13,"13 Newell, Mark",0,11,3,2,2,1,0,0,6,2,1,0.6,NA,NA,Middlebury,2024-01-13,1
02,"02 Bobbett, Jaden",0,20,2,1,3,1,0,1,3,1,1,0.3333333333333333,0.5,NA,Middlebury,2024-01-13,1
23,"23 Moore, Charley",0,8,3,1,0,1,0,0,2,0,3,1,NA,NA,Middlebury,2024-01-13,1
TM,TM TEAM,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,Middlebury,2024-01-13,1
,Totals,NA,200,31,14,21,12,2,7,90,8,23,0.5573770491803278,0.5,0.8125,Middlebury,2024-01-13,1
32,32 Jack Lawson,1,33,7,2,2,1,0,1,22,1,6,0.7142857142857143,0.3333333333333333,0.3333333333333333,Colby,2024-01-13,0
1,1 Max Poulton,1,36,2,2,1,4,1,1,20,0,2,0.5714285714285714,0.14285714285714285,1,Colby,2024-01-13,0
2,2 Lucas Green,1,32,2,5,6,3,0,0,13,1,1,0.38461538461538464,0.2,0.6666666666666666,Colby,2024-01-13,0
0,0 Liam O'Connell,1,29,3,3,3,1,0,1,0,0,3,0,0,NA,Colby,2024-01-13,0
20,20 Ben Kaczmarek,1,18,2,2,1,0,0,1,0,0,2,0,0,NA,Colby,2024-01-13,0
3,3 Marcos Montiel,0,24,5,1,2,3,0,2,16,1,4,0.7777777777777778,0.6666666666666666,0,Colby,2024-01-13,0
31,31 David Stewart,0,5,2,0,1,0,0,0,4,1,1,0.5,0.5,0.5,Colby,2024-01-13,0
13,13 Rashard Doyal,0,1,0,0,0,0,0,0,3,0,0,1,1,NA,Colby,2024-01-13,0
41,41 Kameran Rodriguez,0,10,0,0,1,1,0,0,0,0,0,0,0,NA,Colby,2024-01-13,0
11,11 Henry Westrich,0,8,1,1,1,1,0,0,0,0,1,0,NA,NA,Colby,2024-01-13,0
35,35 Johnny Kinsley,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Colby,2024-01-13,0
23,23 Savion Stroud,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,Colby,2024-01-13,0
14,14 Sam Hinman,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,Colby,2024-01-13,0
55,55 Clay Bolster,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Colby,2024-01-13,0
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Colby,2024-01-13,0
,Totals,NA,200,24,16,19,14,1,6,78,4,20,0.5245901639344263,0.28,0.5833333333333334,Colby,2024-01-13,0
01,01 Raymond  Baka,1,35,9,3,0,1,2,2,23,4,5,0.5555555555555556,NA,1,Middlebury,2024-01-17,1
12,12 Maleek View,1,36,2,2,1,2,0,2,16,0,2,0.5,0.5,1,Middlebury,2024-01-17,1
24,24 Mohammed  Semega,1,37,6,2,4,3,0,0,14,1,5,0.3333333333333333,0,0.75,Middlebury,2024-01-17,1
05,05 Gerald Pitts,1,37,3,1,2,1,0,1,6,1,2,0.42857142857142855,0,NA,Middlebury,2024-01-17,1
04,04 Malik Rivers,1,15,0,1,0,1,0,0,0,0,0,0,0,NA,Middlebury,2024-01-17,1
02,02 Nazir Gossette,0,17,2,3,2,2,0,1,7,0,2,0.3333333333333333,0.3333333333333333,NA,Middlebury,2024-01-17,1
03,03 David Greer,0,23,12,0,1,3,1,1,4,6,6,0.3333333333333333,0,NA,Middlebury,2024-01-17,1
TM,TM TEAM,0,0,6,0,0,0,0,0,0,1,5,NA,NA,NA,Middlebury,2024-01-17,1
,Totals,NA,200,40,12,10,13,3,7,70,13,27,0.4117647058823529,0.16666666666666666,0.8571428571428571,Middlebury,2024-01-17,1
03,"03 Osher, Noah",1,34,3,2,0,0,0,0,22,0,3,0.5882352941176471,0.3333333333333333,NA,VTSU-Johnson,2024-01-17,0
10,"10 Cisse, Lamine",1,26,9,2,6,1,0,1,20,4,5,0.8181818181818182,0,1,VTSU-Johnson,2024-01-17,0
14,"14 Joseph, Tristan",1,27,2,1,2,1,0,4,18,2,0,0.5833333333333334,0.25,0.75,VTSU-Johnson,2024-01-17,0
22,"22 Flaks, Evan",1,26,0,0,1,0,0,0,10,0,0,0.42857142857142855,0,1,VTSU-Johnson,2024-01-17,0
24,"24 Brennan, David",1,28,14,3,5,2,0,0,4,6,8,0.2222222222222222,NA,NA,VTSU-Johnson,2024-01-17,0
02,"02 Bobbett, Jaden",0,14,2,1,0,2,0,0,3,0,2,0.5,0.5,NA,VTSU-Johnson,2024-01-17,0
13,"13 Newell, Mark",0,9,3,3,0,1,0,0,2,1,2,0.3333333333333333,NA,NA,VTSU-Johnson,2024-01-17,0
11,"11 Murray, Ian",0,4,2,0,0,1,0,0,1,1,1,0,NA,0.5,VTSU-Johnson,2024-01-17,0
33,"33 Stevens, Sam",0,16,3,1,1,1,0,0,0,0,3,0,0,NA,VTSU-Johnson,2024-01-17,0
23,"23 Moore, Charley",0,7,3,1,0,0,0,1,0,2,1,0,NA,NA,VTSU-Johnson,2024-01-17,0
01,"01 Cwalina, Kuba",0,5,0,0,0,0,0,0,0,0,0,0,0,NA,VTSU-Johnson,2024-01-17,0
05,"05 Urena, Oliver",0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,VTSU-Johnson,2024-01-17,0
15,"15 Smith, Dean",0,2,1,0,0,0,0,0,0,0,1,0,0,NA,VTSU-Johnson,2024-01-17,0
TM,TM TEAM,0,0,5,0,0,0,0,0,0,2,3,NA,NA,NA,VTSU-Johnson,2024-01-17,0
,Totals,NA,200,47,14,15,9,0,6,80,18,29,0.42857142857142855,0.19047619047619047,0.8333333333333334,VTSU-Johnson,2024-01-17,0
22,"22 Flaks, Evan",1,21,2,1,2,2,0,0,13,0,2,0.5555555555555556,0.75,NA,Middlebury,2024-01-26,1
14,"14 Joseph, Tristan",1,30,2,0,2,0,0,2,11,0,2,0.42857142857142855,0.5,0.5,Middlebury,2024-01-26,1
03,"03 Osher, Noah",1,30,7,0,3,3,0,1,8,2,5,0.3333333333333333,0,NA,Middlebury,2024-01-26,1
24,"24 Brennan, David",1,25,10,1,1,1,1,1,7,6,4,0.375,NA,0.5,Middlebury,2024-01-26,1
10,"10 Cisse, Lamine",1,13,8,1,1,1,0,0,4,2,6,0.3333333333333333,0,NA,Middlebury,2024-01-26,1
01,"01 Cwalina, Kuba",0,18,2,1,1,0,0,0,10,0,2,0.4,0.4,NA,Middlebury,2024-01-26,1
23,"23 Moore, Charley",0,15,6,1,2,0,0,1,4,2,4,0.5,1,0.5,Middlebury,2024-01-26,1
13,"13 Newell, Mark",0,8,2,3,1,0,0,0,2,2,0,0.3333333333333333,NA,0,Middlebury,2024-01-26,1
11,"11 Murray, Ian",0,7,2,0,0,0,0,1,2,0,2,0,0,1,Middlebury,2024-01-26,1
02,"02 Bobbett, Jaden",0,21,6,2,3,1,0,1,0,4,2,0,0,NA,Middlebury,2024-01-26,1
21,"21 McKersie, Jackson",0,5,3,1,2,0,0,0,0,1,2,0,NA,NA,Middlebury,2024-01-26,1
05,"05 Urena, Oliver",0,4,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2024-01-26,1
15,"15 Smith, Dean",0,3,0,0,0,0,0,0,0,0,0,0,0,NA,Middlebury,2024-01-26,1
TM,TM TEAM,0,0,4,0,0,1,0,0,0,1,3,NA,NA,NA,Middlebury,2024-01-26,1
,Totals,NA,200,55,11,18,9,1,7,61,20,35,0.32857142857142857,0.3333333333333333,0.5,Middlebury,2024-01-26,1
22,22 Peter Psyhogeos,1,33,12,1,1,1,0,0,8,3,9,0.42857142857142855,0,1,Bates,2024-01-26,0
23,23 Babacar Pouye,1,25,2,1,1,2,2,1,6,0,2,0.375,0,NA,Bates,2024-01-26,0
02,02 Elliott Cravitz,1,31,3,1,1,0,0,1,5,0,3,0.2857142857142857,0.2,NA,Bates,2024-01-26,0
01,01 Trace Gotham,1,30,3,1,1,0,0,1,5,0,3,0.3333333333333333,0.3333333333333333,NA,Bates,2024-01-26,0
04,04 Marc Begin II,1,18,2,0,1,2,0,0,4,0,2,0.1111111111111111,0.3333333333333333,0.5,Bates,2024-01-26,0
21,21 Stephen Ward,0,8,2,2,1,1,0,0,4,0,2,0.6666666666666666,NA,NA,Bates,2024-01-26,0
05,05 Simon Mccormick,0,23,3,1,0,4,0,1,3,1,2,0.125,0,0.5,Bates,2024-01-26,0
14,14 Brady Coyne,0,6,1,0,0,0,0,0,3,0,1,0.3333333333333333,0.3333333333333333,NA,Bates,2024-01-26,0
10,10 Lincoln Rybeck,0,12,1,2,0,1,0,0,2,0,1,0.5,0,NA,Bates,2024-01-26,0
07,07 Devin Harris,0,7,4,2,0,0,1,1,0,1,3,0,NA,0,Bates,2024-01-26,0
17,17 Aydan Gedeon-Hope,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,Bates,2024-01-26,0
13,13 Garvin Mclaughlin,0,3,0,1,0,0,0,0,0,0,0,NA,NA,NA,Bates,2024-01-26,0
TM,TM TEAM,0,0,4,0,0,0,0,0,0,1,3,NA,NA,NA,Bates,2024-01-26,0
,Totals,NA,200,37,12,6,11,3,5,40,6,31,0.2962962962962963,0.16,0.4444444444444444,Bates,2024-01-26,0
03,"03 Osher, Noah",1,32,2,1,4,1,0,1,19,1,1,0.3333333333333333,0.42857142857142855,0.6666666666666666,Middlebury,2024-01-27,0
22,"22 Flaks, Evan",1,24,2,3,2,1,0,0,9,1,1,0.4444444444444444,1,NA,Middlebury,2024-01-27,0
24,"24 Brennan, David",1,30,8,1,3,2,0,0,6,3,5,0.5,NA,NA,Middlebury,2024-01-27,0
14,"14 Joseph, Tristan",1,25,2,2,1,1,0,0,1,0,2,0,0,0.5,Middlebury,2024-01-27,0
10,"10 Cisse, Lamine",1,2,0,0,0,0,0,0,0,0,0,0,0,NA,Middlebury,2024-01-27,0
01,"01 Cwalina, Kuba",0,16,1,0,0,0,0,2,12,1,0,0.625,0.6666666666666666,NA,Middlebury,2024-01-27,0
11,"11 Murray, Ian",0,8,1,1,2,1,0,1,4,0,1,1,NA,NA,Middlebury,2024-01-27,0
23,"23 Moore, Charley",0,22,3,0,1,0,0,1,3,0,3,0.25,0.5,NA,Middlebury,2024-01-27,0
02,"02 Bobbett, Jaden",0,14,1,3,1,2,0,0,2,0,1,0.3333333333333333,0,NA,Middlebury,2024-01-27,0
13,"13 Newell, Mark",0,12,4,2,0,1,0,0,2,2,2,0.5,NA,0,Middlebury,2024-01-27,0
21,"21 McKersie, Jackson",0,11,2,1,0,3,0,1,2,2,0,0.3333333333333333,NA,NA,Middlebury,2024-01-27,0
05,"05 Urena, Oliver",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-01-27,0
15,"15 Smith, Dean",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2024-01-27,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,1,1,NA,NA,NA,Middlebury,2024-01-27,0
,Totals,NA,200,28,14,14,12,0,6,60,11,17,0.39344262295081966,0.4117647058823529,0.5,Middlebury,2024-01-27,0
02,02 James Morakis,1,27,7,0,4,2,0,0,24,0,7,0.6428571428571429,0.6666666666666666,0.8,Tufts,2024-01-27,1
20,20 Scott Gyimesi,1,28,11,3,1,1,0,1,14,2,9,0.6363636363636364,0,NA,Tufts,2024-01-27,1
13,13 Jay Dieterle,1,28,5,1,3,1,0,1,10,1,4,0.5,0.5,NA,Tufts,2024-01-27,1
